职位名称,职位类别,招聘人数,工作地点,发布时间,详细链接,工作职责,工作要求
15577-游戏社交产品经理（深圳）,产品/项目类,1,深圳,2017-07-20,http://hr.tencent.com/position_detail.php?id=31409&keywords=&tid=0&lid=0,"1. 负责狼人杀及其他游戏社交相关产品的研究和策划工作；
2. 跟踪并分析全球互联网行业产品动态，结合工作室游戏情况，发现创新型产品机会；
3. 能够精准定位用户、市场，推演发展趋势，设计业务发展规划并形成可执行的产品落地方案。
","1. 本科三年以上相关工作经验；
2. 对游戏和社交产品有较深的理解；
3. 良好的沟通能力及团队协作能力；
4. 参与或主导过创业项目者优先。
"
MIG03-智能产品测试经理（深圳）,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=25848&keywords=&tid=0&lid=0,"1. 1、根据组内项目情况，定制团队工作计划，按照测试计划保证测试工作的质量；
2. 2、负责测试工具和测试手段的不断完善创新，引入新的测试框架和策略，最大限度提高测试效率和质量；
3. 3、把控团队内业务情况，收集、统计和分析测试反馈，对测试方案可能出现问题进行评估改进；
4. 4、利用大数据处理分析、算法分析等测试手段解决研发过程问题，提升产品质量；
5. 5、研究AR、VR和AI相关产品的评测及性能优化方法，建设整体测试质量评估体系，包括自动化建设，并落实项目。
","1. 1、计算机或者相关专业，本科及以上学历，5年以上品质管理或产品开发经验，且2年以上团队管理经验；
2. 2、对软件测试质量保证、软件测试流程和方法有良好的理解和积累，在软件研发过程中熟知常用质量控制手段；
3. 3、熟练掌握至少一种编程语言，包括但不限于C/C++、Java、Python、Shell等，具备自动化测试及框架建设经验；
4. 4、具有较坚实的理论基础，有追求卓越的理想和团队合作精神，愿意学习和开辟新领域者；
5. 5、有模式识别学习经历、工作经历的优先；
6. 6、有学习研究过人工智能、机器学习、大数据分析、应用数学等优先。
"
TEG17-机器学习研究员（深圳）,技术类,5,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=26544&keywords=&tid=0&lid=0,"1. 负责机器学习、深度学习领域的技术研发工作，包括但不限于神经网络模型设计与优化、强化学习、迁移学习、主动学习、维度降低、核方法、谱方法、特征提取与稀疏学习、等级学习、推荐、随机优化等的算法和系统研发；
2. 对计算机视觉、语音识别、自然语言处理等领域提供模型支持；
3. 负责机器学习尤其是深度学习前沿问题的探索与研究，结合未来实际应用场景，提供全面的技术解决方案。
","1. 全球顶级名校计算机视觉、机器学习、人工智能、数据挖掘、信息检索、自然语言处理、语音识别等领域的计算机科学、电子工程或其它人工智能相关专业博士；
2. 有机器学习、人工智能、计算机视觉、自然语言处理、机器翻译、语音识别等领域全球领先企业的工作经验；
3. 精通至少一种编程语言，包括但不限于Java、C/C++、C#、Python等；
4. 在计算机科学顶级会议和期刊如NIPS、ICML、COLT、CVPR、ICCV、ECCV、IJCAI、AAAI、UAI、KDD、SIGIR、WWW、ACL、PAMI、IJCV、JMLR、AIJ等发表过论文，有深度学习学术或工程项目经验者优先考虑。
"
MIG09-浏览器社区高级内容运营经理,产品/项目类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=25774&keywords=&tid=0&lid=0,"1. 负责浏览器移动社区创新性内容形式的运营策划，通过各种内容形式的玩法创新和用户需求挖掘，寻求更多的社区模式机会。
","1. 1、5年及以上互联网行业经验，做过工具型产品或内容工具型社区的经验，有过内容运营及策划成功经验的候选人优先考虑。
2. 2、具备较强的运营能力的同时需要具备较好的策划输出能力，包括需求文档、UE能够独立撰写并输出，并且需要具备较强的推动能力，推动相关需求的落地。
3. 3、思维敏捷，对行业和用户具有极强的洞察力，良好的抗压和团队协作能力，表达清晰，勤奋自驱，责任心强。
"
SNG02-公共组件后台开发高级工程师（深圳）,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=26528&keywords=&tid=0&lid=0,"1. 负责手机QQ、PCQQ、Qzone公共组件服务的开发与运营，主要包括：
2. 负责公共组件和公共服务的业务需求设计与开发；
3. 负责公共组件和公共服务的优化与重构；
4. 负责保障公共服务后台系统的稳定运营。
","1. 本科及以上学历，计算机或相关专业；
2. 5年以上相关工作经验，2年以上互联网业务开发经验或大容量网络服务相关经验者优先； 
3. 责任感强、有较强的逻辑思维能力、沟通能力、能够承担工作压力； 
4. 熟练掌握C、C++语言，熟悉LINUX开发环境，在网络处理、存储架构等海量数据处理方面有专长优先；
5. 有后台业务开发、维护经验优先；
6. 熟悉无线互联网服务及应用开发者优先。
"
OMG236-计算机视觉算法研发工程师（深圳）,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=26205&keywords=&tid=0&lid=0,"1. 负责腾讯视频模式识别，计算机视觉相关算法的研究。
","1. 熟悉计算机视觉和机器学习的热点前沿技术，有音视频指纹，人脸识别，字幕识别项目经验者优先；
2. 对物体识别和追踪等的主流算法有深入研究;
3. 熟悉CUDA，OPENCL等的开发和分布式并行计算架构，在Caffe，Tensorflow等有丰富项目开发经验优先;
4. 扎实的数学、数据结构基础。优秀的英文阅读能力，良好的沟通和团队协作能力。
"
15618-RPG战斗系统核心策划,产品/项目类,1,上海,2017-09-06,http://hr.tencent.com/position_detail.php?id=26408&keywords=&tid=0&lid=0,"1. MMORPG手游基础战斗模块相关工作的设计参与和制作跟进；
2. 根据基础模块的整体构架&数值要求，主要参与基础战斗模块各种战斗体验玩法、怪物AI、技能设定及表现力、特色系统的设计和制作等；
3. 参与和支持战斗模块整体能力追求构架&平衡性测试。
","1. 本科及以上学历；
2. 有完整RPG或相关手游项目开发经验，至少3年以上战斗模块工作经验(次时代游戏开发经验者优先)；
3. 热爱游戏行业，游戏体验丰富，至少深入了解或研究过一两款大型MMORPG；
4. 具备一定的数值理解能力或设计功底，对主流游戏的战斗模块&玩家能力构成形式、设计方法和体验乐趣都有一定的研究和心得(热衷战斗模块相关表现设计,动作类游戏体验丰富)；
5. 易沟通、善沟通、逻辑思维、分析能力强。感染力强、勇于创新、有主见、能配合、能承担一定压力。
"
21309-企鹅辅导高级教研经理（深圳）,产品/项目类,3,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=29120&keywords=&tid=0&lid=0,"1. 制定科目课程产品，进行题库、多媒体等教研内容建设；
2. 进行线上系统课及专题课授课以及以提升学生学习体验为导向的课程服务；
3. 对课程质量进行把关审核。
","1. 本科及以上学历，3年以上工作经验；
2. 对K12教育有深入的理解，有丰富的授课经验，尤其是数学、物理、化学、英语等科目，对于在线教育有一定的理解；
3. 优秀的学习与沟通能力，执行力强。
"
SNG03-数据挖掘工程师（深圳）,技术类,3,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=29117&keywords=&tid=0&lid=0,"1. 负责互动视频、兴趣部落、QQ群等业务的数据分析挖掘工作，包括用户推荐、付费转化提升等；
2. 利用机器学习、数据分析相关技术，支持相关业务发展。
","1. 本科及以上学历，2年以上工作经验；
2. 扎实的数据结构及算法功底，优秀的工程实现能力；
3. 熟悉分类、聚类、回归、图计算等机器学习算法，丰富的算法应用经验；
4. 熟悉Linux开发环境，C/C++、java；
5. 熟练使用R、SAS、SPSS、Matlab、mahout等至少一种数据挖掘工具；
6. 有自然语言处理、推荐系统相关经验者优先；
7. 有海量数据处理和并行计算开发经验者优先，如Hadoop、Storm、Spark、MPI。
"
23296-互娱视觉设计师(深圳),设计类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=29107&keywords=&tid=0&lid=0,"1. 隶属于腾讯公司互动娱乐业务系统市场部，负责游戏产品网站视觉表现以及其他相关推广类美术设计工作。
","1. 有较丰富游戏经验，熟悉国内外游戏行业动态，对游戏美术、动漫等领域有系统的了解，在游戏视觉表现力方面有较深认识；
2. 同市场、产品相关人员讨论产品核心卖点，并给予有效的视觉设计策略支持，能够主导重点项目的视觉设计方向， 并完成主要视觉设计工作；
3. 三年以上视觉设计从业经验；
4. 有较好的专业知识广度，能够结合自身设计经验，根据业务需求推动方法论建设以及相关研究工作；
5. 熟练操作相关设计软件（PS,AI），熟悉FLASH，Dreamweaver等软件者最佳；
6. 良好的项目管理和沟通表达能力，对行业内的成本构成与业务规范有深入了解；
7. 善于沟通，关注用户体验细节，有较强理解力与出色的沟通能力同时具备优秀的视觉表现能力。
"
16810-移动内容编辑（北京）,内容编辑类,7,北京,2017-09-06,http://hr.tencent.com/position_detail.php?id=29150&keywords=&tid=0&lid=0,"1. 条漫原创内容策划及培育；
2. 搜集系列内容段子，提供给工作室进行漫画创作；
3. 监督作者及日更工作室完成漫画创作，并且与作者及日更工作室人员对内容段子进行随时沟通（参与漫画内容及人设的讨论）；
4. 催促稿件进程，接受稿件，对内容进行审核；
5. 汇总各个工作室系列内容。将系列内容策划整理成为日刊（发现问题及时更改），以及日刊设计及系列内容排版；
6. 策划条漫及日刊的内容运营推广工作。
","1. 了解漫画创作流程，具备一定动漫编经验， 具有网络文学作者资源、微博知名账号资源熟悉优先；
2. 有一定的设计排版能力；
3. 对于时事新闻敏感度高；
4. 能承担工作中的较大压力。
"
21227-MMO回合制本地化策划/数值策划（深圳）,产品/项目类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=26620&keywords=&tid=0&lid=0,"1. 游戏整体数值体系的规划、设计和搭建，并确保实现；
2. 游戏战斗模块、经济系统模块和能力成长模块数据模型的设计，并确保实现；
3. 游戏运营数据分析，并协助制定产品改进策略。
","1. 有完整MMO回合制项目开发经验，至少3年以上大型复杂网络游戏数值模块工作经验；
2.  热爱游戏行业，游戏体验丰富，至少深入了解或研究过一两款大型复杂网络游戏； 
3.  对主流游戏的战斗模块、玩家能力构成、游戏产出、经济系统等模块的设计方法和体验乐趣都有一定的研究和心得。 
4.  逻辑思维、数值敏感、数据建模能力、系统分析、数值测算和工具掌握等能力较强； 
5.  有数据分析模型经验，能够基于数据提供改进方案，并且快速提升数据表现
6.  执行力、推进力、沟通能力强，能承担一定压力。
7.  有MMO数值设计经验者优先
"
OMG236-腾讯视频mac软件测试工程师（深圳）,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=27896&keywords=&tid=0&lid=0,"1. 独立负责mac平台应用软件测试，包括系统测试、性能测试、稳定性测试、兼容性测试等，保证发布质量；
2. 负责设计具有高易用性、易维护性的自动化测试框架。
","1. 计算机或者相关专业本科以上学历；
2. 2年以上mac平台功能测试经验，具备iOS或Android移动终端产品测试工作经验的优秀者可考虑；
3. 熟悉mac os环境, 熟悉mac调试工具，instruments,抓包工具Charles等；
4. 对于至少一门脚本开发语言(如shell/python/js)有实际实践经验和理解的积累者优先考虑；
5. 具备移动终端应用的自动化测试开展经验，有自动化测试框架开发经验者优先；
6. 具有良好的团队合作精神、积极主动的沟通意识和抗压能力。
"
21085-穿越火线游戏策划（深圳）,产品/项目类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=27093&keywords=&tid=0&lid=0,"1. 负责游戏策划工作，打造游戏产品，完成游戏版本管理、版本测试，用研等相关工作，把握核心游戏体验和产品可玩性，确保游戏品质；对玩家行为进行调研分析，深挖用户心理与行为，通过数据分析与用户研究对游戏品质不断进行优化。
","1. 热爱游戏，有丰富的游戏经历，对FPS/MOBA/RPG等类型的游戏有深入的分析和理解； 2年以上游戏策划工作经验，熟悉游戏制作流程和各个环节，主导过游戏的核心系统/玩法设计，能清晰阐明设计思路和定位； 有很好的用户需求捕捉能力以及数据分析能力，较强的沟通能力和抗压能力；有FPS/MOBA/RPG等类型游戏研发背景工作经验者优先。
"
HY2-高级系统工程师（深圳）,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=27555&keywords=&tid=0&lid=0,"1. 1、负责海量服务器基础环境的管理维护，为游戏业务提供稳定高效的基础系统环境；
2. 2、负责跟进解决linux，windows操作系统的疑难问题，形成方法论，提升团队技术能力；
3. 3、负责Docker容器集群（Docker，kubernetes，registry，ceph等）系统的运维优化，解决业务接入过程的需求和疑难问题，并推进落地；
4. 4、负责服务器trouble shooting，performance shooting工具以及运维平台的建设和优化工作；
5. 5、负责游戏业务日常运营中基础环境相关问题和需求的跟进，提供技术解决方案。
","1. 1、本科及以上学历，3年以上相关工作经验；
2.  2、精通Linux系统，windows系统管理，对服务器硬件知识有一定的了解，能够对相关服务性能调优、定位故障并处理 ；
3. 3、精通至少一种脚本语言(Shell、Perl、Python皆可) ，擅长go语言编程者更佳；
4. 4、熟悉Vtune，perf，strace，systemtap，dtrace等性能定位分析工具；
5. 5、具备较强的沟通能力和团队合作精神，高度的责任心，能够胜任7*24小时故障响应及处理；
6. 6、具备LINUX内核开发、Cgroup和XEN等虚拟化技术相关工作经验者优先；
7. 7、对开源技术具有浓厚的兴趣，向开源社区贡献过代码者优先；
8. 8、具备一定的项目管理经验者优先。
"
21062-技术架构师（上海）,技术类,2,上海,2017-09-06,http://hr.tencent.com/position_detail.php?id=29696&keywords=&tid=0&lid=0,"1. 带领项目客户端开发团队，开发主机、其他大型游戏。
","1. 计算机相关专业本科及以上学历，10年以上主机或其它AAA项目开发经验；
2. 有良好的沟通能力，带领过中小规模团队；
3. 对前沿领域知识由深入了解；
4. 有广泛的游戏开发领域知识。
"
SNG03-互动视频产品策划经理（深圳）,产品/项目类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=27091&keywords=&tid=0&lid=0,"1. 负责提升NOW直播APP的基础体验，构建直播社区和商业化体系； 
2. 确定产品方案，制定实施计划，对接设计、开发、测试团队，落实策划方案； 
3. 负责定期对自身产品、整体行业、竞争对手等进行数据分析并评估。
","1. 本科或以上学历，二年以上相关工作经验，视频直播、社区产品方向优先；
2. 熟悉行业情况，拥有良好的用户体验意识和逻辑思维能力；
3. 较强的信息收集能力和相关数据整理、分析能力。
"
MIG09-浏览器电商推荐算法工程师,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=30186&keywords=&tid=0&lid=0,"1. 负责浏览器电商个性化筛选、推荐列表排序相关开发及优化工作；
2. 负责基于hadoop、spark集群ctr、cvr预估、用户分群模型相关开发优化工作；
3. 负责电商推荐效果数据分析以及以效果为目标的算法策略设计和优化迭代；
","1. 本科及以上学历；
2. 熟练掌握C/C++,scala,shell中的一种或多种语言；
3. 深入理解常见机器学习或数据挖掘类的算法原理，熟悉常见的统计原理及方法；
4. 有大数据分析工具相关的使用经验，比如Hadoop生态中的Map-Reduce，hivesql，pig及spark；
5. 良好的数据意识，能结合产品通过数据分析发现有价值信息；
6. 有ctr预估常用算法经验优先(LR/GBDT/FM/FFM)；
7. 有MAB、深度强化学习等相关经验优先；
"
AQ-安全标准经理（北京）,职能类,1,北京,2017-09-06,http://hr.tencent.com/position_detail.php?id=30182&keywords=&tid=0&lid=0,"1. 负责公司安全领域的标准化策略的制定，承担公司安全领域的标准预研和规划；
2. 建立并维护公司安全领域重点业务的国际标准、国家标准、行业标准以及相关白皮书，构建公司安全管理标准体系及系统化落地；
3. 开展业务调研与风险评估，识别并优化关键业务流程的安全关键控制点，对公司层面所面临的安全问题进行制度化的设计和规划，推进公司安全管理制度体系建设；
4. 主动跟踪网络安全、个人信息安全保护、云计算、大数据、互联网金融等行业发展，并研究相关安全技术、相关安全标准的发展动态，及时解读国内外相关监管政策法规，深入了解公司安全领域重点业务发展需求，与业务部门展开深度合作，开展应对监管安全审查研究，并实现产品与标准化共同落地；
5. 参加国际国内标准化组织和论坛，拓展维护与标准组织及单位联系，在标准活动中善于把握时机占主导作用，维护本单位在标准活动中的利益； 
6. 在标准组织中进行标准立项和编制，结合技术和业务实际，按照标准进度要求按时保质完成标准及推广，为公司营造一个健康、可信、有利发展并可引领产业进步的生态环境。
","1. 信息安全或计算机相关专业；
2. 熟悉互联网安全技术，至少掌握3项通用安全技术：数据安全、开发安全、系统安全、网络安全、物理安全，密码学，业务连续性与灾难恢复； 
3. 熟悉安全标准体系，至少承担过3种标准体系认证项目：ISO27001，ISO20000，PCI DSS，ISO27018，ISO22301，CSA STAR，网络安全等级保护；
4. 具有ISO27001LA、CISSP，CSSLP、CISA认证资质者优先；
5. 在国内、国际标准化组织，如信安标委、CSA、ISO、ITU等从事安全标准制定相关的实质性工作者，或牵头制定过国际标准规范者优先；
6. 熟悉国内、国际标准组织规则，熟悉国际标准、国家标准、行业标准的制定流程，具有与国家相关标准化主管部门（如网信办、国标委、信安标委、工信部、公安部等部门）合作制定安全标准经验者优先；
7. 具有网络安全、个人信息安全保护、云计算、大数据、互联网金融等领域相关安全标准编制经验及以上国内或国际标准化领域标准提案、编制和推动工作经验者优先。
"
S2-IEG财务管理（影业财管）,职能类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=28276&keywords=&tid=0&lid=0,"1. 处理业务群的项目型工作；
2. 负责业务群各种管理报表出具；
3. 负责业务群业务状况分析及相关投资公司报表分析。
","1. 本科以上学历，会计或财务等相关专业；
2. 5年以上相关工作经验，韩日语语言背景能力优先；
3. 熟悉新企业会计准则，熟悉企业帐务运作及会计报表的处理，熟练财务分析工作；
4. 工作细致，责任感强，良好的沟通能力和团队精神；
5. 为人忠诚，具有高度职业道德，有流程管理工作经验者优先。
"
MIG09-QQ浏览器搜索算法专家,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=27904&keywords=&tid=0&lid=0,"1. 1. 负责 query 分析，包括不限于分类、合并、关键词提取、歧义消解、同义词库、相关词
2. 库建设；
3. 2. 负责语义理解能力的建设，识别用户 query 背后的意图并给出 query 与 doc/资源的语义
4. 相关性计算；
5. 3. 联想词能力建设；
6. 4. 使用 CNN、DNN 等业界新方法提升现有 NLP 相关能力；
7. 5. 负责相关人才培养
","1. 1. 计算机或相关专业本科及以上学历，5年以上工作经验（3 年以上自然语言处理工作），
2. 具备丰富的机器学习算法实践经验；
3. 2. 熟悉 C++、java、scala、python 等一门或多门编程语言；
4. 3. 要求有 机器学习/数据挖掘/信息检索/深度学习/神经网络 实践经验；
5. 4. 有智能助手、对话系统建设经验者优先；
6. 5. 良好的逻辑思维能力和数据敏感度，能从海量数据中发现有价值的规律；
7. 6. 能够阅读英文技术文档和论文，具有良好的自学能力；
8. 7. 有很强的技术选型及规划能力、较好的沟通能力、积极主动，愿意接受挑战，抗压能
9. 力好。
"
MIG03-AI评价优化高级工程师（深圳/北京）,技术类,1,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=28916&keywords=&tid=0&lid=0,"1. 模式识别、语义识别/分析、深度学习、推荐算法等前沿技术的研究；
2. 能够建设离线和在线AI评价体系，客观科学系统化的评估AI类产品的智能程度，并基于反馈甄别数据和算法的缺陷，进而对AI产品提出改进意见，优化产品精准度。
","1. 计算机或语义识别、模式识别、机器学习、NLP等相关专业，硕士以上；
2. 具有严密的数学思维、突出的数据、算法分析和归纳能力；
3. 有良好的计算机专业知识基础，对数据结构、操作系统、算法等专业知识掌握良好；
4. 熟练掌握C/C++， Python,Matlab等至少一门语言，有一定的软件开发项目经验；
5. 有一定的图像处理、语音识别、模式识别、机器学习相关研究经历，有较好研究成果（学术论文等等）者或者在相应竞赛中取得过较好成绩者优先考虑。
"
SNG04-手Q轻游戏平台后台开发工程师（深圳）,技术类,2,深圳,2017-09-06,http://hr.tencent.com/position_detail.php?id=29110&keywords=&tid=0&lid=0,"1. 负责手Q轻游戏平台的设计和开发；
2. 负责游戏平台对外开放的设计和开发。
","1. 计算机相关专业本科及以上学历；
2. 5年以上相关工作经验，其中包括2年以上Unix/Linux下Server开发经验；
3. 精通C/C++开发语言；
4. 精通TCP/IP协议，进程间通讯编程，熟悉Unix/Linux下常用架构设计方法；
5. 熟悉Unix/Linux操作系统原理、常用工具；
6. 熟悉Perl/python，shell等脚本语言优先；
7. 具备良好的分析解决问题能力，能独立承担工作任务及把控任务进度；
8. 责任心强，良好的沟通和团队协作能力，主动好学有进取心。
"
19332-企点产品高级策划经理（上海）,产品/项目类,1,上海,2017-09-05,http://hr.tencent.com/position_detail.php?id=31649&keywords=&tid=0&lid=0,"1. 负责企点呼叫中心/CRM系统的产品规划和管理工作；
2. 负责腾讯企点呼叫中心/CRM系统的需求调研和分析，产品设计，产品推广策略制定和产品运营工作；
3. 跨部门的工作协调与问题解决；
4. 负责研究业界同类竞争产品及其动态，确保产品的竞争性地位。
","1. 5年以上CRM领域产品规划、分析、设计、实施经验，2年以上团队管理经验，有大型产品设计经验；
2. 对具有敏锐的市场洞察能力，对移动互联网和企业业务有深刻理解，准确把握用户需求，有较强的数据分析能力，结构化思维能力，良好的文字与语言表达能力，出色沟通能力和沟通技巧，善于跨部门沟通和协调；
3. 熟练掌握产品设计工具（Axure、Visio、office等），熟悉CRM业务运作与规则，了解行业内典型产品的模式与逻辑；
4. 有呼叫中心、云客服、CRM相关产品设计经验者优先；
5. 较强沟通协调能力，推动力。
"
23516-运营策划,产品/项目类,1,深圳,2017-09-05,http://hr.tencent.com/position_detail.php?id=31792&keywords=&tid=0&lid=0,"1. 负责游戏运营工作，深入了解游戏运营中的各个模块；参与制定产品计划、运营规划和推广策略。同时，负责运营团队及海外开发团队之间的需求管理，文档翻译及口译工作，建立保持与海外开发商维持良好的合作关系，推动各项运营工作的落实，确保产品运营目标的达成。
","1. 2年以上游戏行业从业经验，热爱游戏行业，深度体验过多款游戏产品；
2. 对游戏市场营销有敏锐的嗅觉，对单机游戏有一定的见解，并且有较强的文案功底；积极主动，能承担较强的工作压力，具备很强的团队协作能力；具备出色的英语口译和笔译能力，具有较强的文字组织能力和商务谈判能力； 对欧美文化及工作风格有较深的理解，能适应出差至海外地区。
"
19332-高级PHP开发工程师（上海）,技术类,2,上海,2017-09-05,http://hr.tencent.com/position_detail.php?id=31967&keywords=&tid=0&lid=0,"1. 负责腾讯企点电话、企点分析、Boss、企点官网等平台的设计及研发工作；
2. 负责跟进平台的运营监控和数据分析工作；
3. 研究新兴技术，持续优化系统架构。
","1. 计算机相关专业本科及以上学历；
2. 3年以上相关工作经验，其中包括3年以上Unix/Linux下开发经验；
3. 精通PHP开发语言，精通Apache/Nginx/PHP/Mysql的原理；
4. 熟悉Unix/Linux操作系统原理、常用工具；
5. 对互联网产品可用性、安全性等相关知识有实践经验；
6. 具备良好的分析解决问题能力，能独立承担工作任务及把控任务进度；
7. 责任心强，良好的沟通和团队协作能力，主动好学有进取心；
8. 熟悉HTML5+CSS3优先。
"
OMG148-汽车中心-营收岗位（北京）,内容编辑类,2,北京,2017-09-05,http://hr.tencent.com/position_detail.php?id=32562&keywords=&tid=0&lid=0,"1. 负责腾讯汽车中心的营收工作；
2. 负责协调整合总部与地方站资源，组织及牵头地方站跨省之间资讯栏目的联动策划；
3. 负责牵头打造地方站原创内容栏目，加大区域优秀内容生产；
4. 负责腾讯地方站13个大网PC端AIO页卡、大网首页等推荐位，以及移动端腾讯新闻客户端APP地方页卡，天天快报客户端本地页卡和主timeline等内容的安全把控，以及相关运营同事的辅导培训。
","1. 五年以上媒体从业经历；
2. 有较强的资源协调与整合能力；
3. 在传统报业和互联网媒体均有工作经验者优先；
4. 熟知国内新闻安全政策，有较为丰富的地域媒体/自媒体资源；
5. 深谙新闻资讯类策划并创作过业内标杆的作品，对互联网传播的产品形态有成熟认知和了解。
"
SNG02-流媒体后台高级开发工程师（深圳）,技术类,2,深圳,2017-09-05,http://hr.tencent.com/position_detail.php?id=32575&keywords=&tid=0&lid=0,"1. 负责搭建流媒体直播及视频cdn系统工作；
2. 负责Linux下面的C/C++系统以及数据库应用的设计和开发，要求开发的系统具有高性能和高可靠；
3. 参与相关产品需求讨论与产品系统架构的设计和优化工作。
","1. 本科及以上学历，计算机或相关专业；
2. 从事流媒体cdn、流媒体直播方面技术开发3年以上，有流媒体处理经验优先；
3. 熟悉后台linux开发，熟悉c/c++开发；
4. 责任感强，逻辑思维能力、沟通能力强，能够承担工作压力。
"
SNG06-企鹅电竞赛事运营（上海）,产品/项目类,1,上海,2017-09-05,http://hr.tencent.com/position_detail.php?id=32574&keywords=&tid=0&lid=0,"1. 企鹅电竞授权赛事体系的搭建、规则制定、监督管理和效果评估；
2. 根据赛事策略，吸收成熟体育机构运作模式、传统电竞经验，结合直播平台的发展现状制定各类赛事管理决策策略；
3. 企鹅电竞平台赛事内外部渠道的拓展与维护；
4. 发掘内部合作机会，跨团队驱动项目进展，协调各方资源共同实现运营目标；
5. 与外部合作伙伴沟通协作，推进各项赛事的执行，定期评估、分析，提供改进方案。
","1. 三年以上工作经验，拥有较丰富的赛事执行经验；
2. 有线下校园、商圈、供应商渠道等资源及相关经验者优先；
3. 热爱游戏，对电子竞技或传统体育赛事有较深理解；
4. 沟通及合作能力强，抗压能力强，能够适应较为复杂的合作环境；
5. 强烈的主人翁意识。
"
SNG06-企鹅电竞商业分析及运营（上海）,市场类,1,上海,2017-09-05,http://hr.tencent.com/position_detail.php?id=32573&keywords=&tid=0&lid=0,"1. 企鹅电竞商业化项目的探索、对接及产品运营工作，包括但不限于品牌招商、政府及校园合作等；
2. 分析增值产品部相关领域的业务发展方向，探索新领域发展机会，诊断现有业务及合作伙伴的经营分析状况；
3. 能从产品、用户、市场等角度分析其发展趋势、潜在的问题，为业务运营决策提供参考；
4. 承担部门业务专项研究和商业分析工作。
","1. 本科及以上学历，金融、商科相关专业背景尤佳，3年以上工作经验；
2. 数据分析或商业分析相关工作经验；
3. 优秀的信息收集及处理能力；
4. 热爱泛娱乐行业；
5. 具有知名咨询公司和投资研究机构从业经历者优先；
6. 有较强的逻辑思考和分析能力，抗压能力和责任心强；
7. 协调沟通能力强，有进取心、团队合作意识。
"
SNG06-手Q漫画版权商务经理（深圳）,内容编辑类,1,深圳,2017-09-05,http://hr.tencent.com/position_detail.php?id=32572&keywords=&tid=0&lid=0,"1. 负责挖掘潜力漫画工作室，筛选及引入漫画作品；
2. 负责女性向作品及头部作品的IP运营孵化；
3. 负责平台引入漫画作品版权管理工作。
","1. 有漫画版权及商务经验，熟悉漫画版权发行及采购业务；
2. 在业内有广泛的资源及人脉；
3. 拥有优秀的执行力，使命必达；
4. 对行业的发展有一定的判断能力；
5. 有漫画公司相关工作经验者优先。
"
SNG06-鹅漫U品产品经理（深圳）,产品/项目类,1,深圳,2017-09-05,http://hr.tencent.com/position_detail.php?id=32571&keywords=&tid=0&lid=0,"1. 负责鹅漫U品电商类相关产品策划；
2. 根据业务发展和数据表现，不断优化、迭代相应产品，提高产品转化漏斗；
3. 规划、并策划组件化相关产品；
4. 与设计、开发同学及时评审相关需求，实现产品的上线、迭代。
","1. 具有2年以上电商类相关产品策划经验；
2. 至少对电商前端或后端某一块产品有优秀的策划能力；
3. 优秀的用户需求分析、挖掘能力；
4. 优秀的数据分析能力和应用能力。
"
SNG06-鹅漫U品高级产品经理（深圳）,产品/项目类,1,深圳,2017-09-05,http://hr.tencent.com/position_detail.php?id=32570&keywords=&tid=0&lid=0,"1. 负责鹅漫U品整个产品体系的建设、发展路径，以及策划；
2. 与设计、技术同学评审相应产品需求；
3. 根据业务需求，规划并建立完善的数据监控体系；
4. 不断完善前端和后端产品架构和用户体验，包括APP\H5\PMS\PDM\OMS以及财务相关系统建设。
","1. 具有电商类产品3年以上的工作经验；
2. 熟悉电商前后端整个产品流程，包括用户流程、购物流程，以及后端商品、订单、库存、财务等相关系统产品流程；
3. 对各平台电商模式有深入理解，并对娱乐/ip领域有经验或浓厚兴趣；
4. 具备优秀的用户需求洞悉、挖掘能力，以及沟通能力、协调能力、组织。
"
